"collection_title","article_id","title","conference_id","Author","Year","hdl","doi"
"10, 1984 (Singapore)","9588422","Ecological parameters in oxidation ponds","10","A.K. Shrivastava, S.N. Sharma",2018,"https://hdl.handle.net/2134/29376",""
"10, 1984 (Singapore)","9588491","Performance of pour flush toilet","10","S. Niyogi",2018,"https://hdl.handle.net/2134/29353",""
"10, 1984 (Singapore)","9588542","Preliminary investigations for small dams","10","K.D. Nelson",2018,"https://hdl.handle.net/2134/29284",""
"10, 1984 (Singapore)","9588560","Community education and participation in the Maldives","10","Deepa Narayan Parker",2018,"https://hdl.handle.net/2134/29271",""
"10, 1984 (Singapore)","9588416","Community organisation in rural waterworks management","10","G.E. Nepomuceno",2018,"https://hdl.handle.net/2134/29204",""
"10, 1984 (Singapore)","9588503","Community participation - water supply systems in Karnataka","10","M. Chickannaiyappa, M.V. Ramaswamy",2018,"https://hdl.handle.net/2134/29079",""
"10, 1984 (Singapore)","9588434","Aspects of field testing of water","10","Len G. Hutton",2018,"https://hdl.handle.net/2134/29062",""
"10, 1984 (Singapore)","9588461","Solid wastes management - aspects and practices","10","S. Selvapaskarathurainayam",2018,"https://hdl.handle.net/2134/29039",""
"10, 1984 (Singapore)","9588563","Drinking water for the Mekong Delta","10","Zafar A. Rana",2018,"https://hdl.handle.net/2134/29021",""
"10, 1984 (Singapore)","9588497","Solid waste management: the Philippine experience","10","Melchor T. Gadi",2018,"https://hdl.handle.net/2134/29003",""
"10, 1984 (Singapore)","9588437","Critical studies on rural water supplies in drought prone area and coalfield area of West Bengal","10","A.K. Basu, R.S. Dhaneswan, A.K. Biswas, A.K. Ganguly, P.B. Sanyal, S.R. Kshirsagar",2018,"https://hdl.handle.net/2134/28903",""
"10, 1984 (Singapore)","9588443","The reliability of using rainwater tank supply","10","K.C. Tai, T.D.B. Pearce",2018,"https://hdl.handle.net/2134/28902",""
"10, 1984 (Singapore)","9588425","Harnessing of rainwater, the underutilised source in developing countries","10","A. Appan",2018,"https://hdl.handle.net/2134/28884",""
"10, 1984 (Singapore)","9588455","Potable water exploration: Kavaratti Island","10","T.V. Jacob",2018,"https://hdl.handle.net/2134/28878",""
"10, 1984 (Singapore)","9588482","Drinking water for Gunung Sewu","10","R.J. Cullen, A. Young, S. Soedaryanto",2018,"https://hdl.handle.net/2134/28837",""
"10, 1984 (Singapore)","9588431","Rural water supply planning and implementation","10","S. Amin",2018,"https://hdl.handle.net/2134/28810",""
"10, 1984 (Singapore)","9588506","Education and training in India - problems and solutions","10","S.K. Gajendragadkar",2018,"https://hdl.handle.net/2134/28815",""
"10, 1984 (Singapore)","9588551","Manpower development for the Water Decade in SE Asia","10","I. Vickridge, R. Vickridge",2018,"https://hdl.handle.net/2134/28776",""
"10, 1984 (Singapore)","9588479","Benefit-cost analysis of an irrigation tank in the north-east of Thailand","10","J.C.S. Tang, R.W.A. Vokes, M. Kunapinun",2018,"https://hdl.handle.net/2134/28754",""
"10, 1984 (Singapore)","9588545","Water, sanitation and rural women","10","Aloka Mitra",2018,"https://hdl.handle.net/2134/28750",""
"10, 1984 (Singapore)","9588407","Use of peat in wastewater treatment with special reference to onsite systems","10","T. Viraraghavan, A. Ayyaswami",2018,"https://hdl.handle.net/2134/28739",""
"10, 1984 (Singapore)","9588476","Sanitation improvements in Indonesian kampungs","10","G.J.W. de Kruijff",2018,"https://hdl.handle.net/2134/28690",""
"10, 1984 (Singapore)","9588557","Sewer laying in Calcutta slums","10","S.C. Dutta Gupta",2018,"https://hdl.handle.net/2134/28637",""
"10, 1984 (Singapore)","9588440","WEDC training programmes in Sri Lanka","10","Andrew P. Cotton",2018,"https://hdl.handle.net/2134/28619",""
"10, 1984 (Singapore)","9588452","Community participation in project planning and implementation","10","Gilbert Leve",2018,"https://hdl.handle.net/2134/28519",""
"11, 1985 (Dar es Salaam, Tanzania)","9593942","Political, legal and administrative constraints on appropriate sanitation policies in Zambia","11","D.M. Todd",2018,"https://hdl.handle.net/2134/31755",""
"11, 1985 (Dar es Salaam, Tanzania)","9593924","Agency versus community participation approach in development of water supply and sanitation programmes","11","David O. Omambia",2018,"https://hdl.handle.net/2134/31704",""
"11, 1985 (Dar es Salaam, Tanzania)","9593951","Finnida activities concerning handpump applications in rural water supplies","11","Kari Homanen, M. Kyber",2018,"https://hdl.handle.net/2134/31680",""
"11, 1985 (Dar es Salaam, Tanzania)","9593960","Total asset management for water and sanitation projects in Africa","11","D.A.L. West",2018,"https://hdl.handle.net/2134/31617",""
"11, 1985 (Dar es Salaam, Tanzania)","9593939","Maintenance in village water supply section, Lesotho","11","K. Lesaoana, B. Rafoneke, W. Arnold",2018,"https://hdl.handle.net/2134/30583",""
"11, 1985 (Dar es Salaam, Tanzania)","9593963","Appropriate water technology in Somalia's refugee camps","11","Hans Hartung",2018,"https://hdl.handle.net/2134/30542",""
"11, 1985 (Dar es Salaam, Tanzania)","9593978","Constraints to effective community participation in rural water supply schemes","11","M.R. Mujwahuzi",2018,"https://hdl.handle.net/2134/30392",""
"11, 1985 (Dar es Salaam, Tanzania)","9593957","Operation and maintenance services for Dar es Salaam City sewerage and sanitation","11","Frank E. Jones",2018,"https://hdl.handle.net/2134/30378",""
"11, 1985 (Dar es Salaam, Tanzania)","9593885","UNICEF assisted Wanging'ombe projects: Gravity water supply and rural sanitation","11","I.A. Blakely, M.G. Mwangamila, C.D. Ngwaeje, C.L. Swai",2018,"https://hdl.handle.net/2134/30302",""
"11, 1985 (Dar es Salaam, Tanzania)","9593876","IDWSSD in Zambia - implementation and coordination","11","I.L. Nyumbu, J.W.K. Duncan",2018,"https://hdl.handle.net/2134/30275",""
"11, 1985 (Dar es Salaam, Tanzania)","9593966","Experiences and lessons from the operation of Monrovia sewerage system","11","E.K.O. Akowuah",2018,"https://hdl.handle.net/2134/30247",""
"11, 1985 (Dar es Salaam, Tanzania)","9593873","Waterworks operation: how designers can help","11","David C. Sims, Adrian Coad",2018,"https://hdl.handle.net/2134/30226",""
"11, 1985 (Dar es Salaam, Tanzania)","9593879","Involving the private sector in sanitation improvements, with special reference to experience in Lesotho","11","Barry M. Jackson",2018,"https://hdl.handle.net/2134/30112",""
"11, 1985 (Dar es Salaam, Tanzania)","9593870","The mounting Culex p. quinquefasciatus problem in urban East Africa","11","W.L. Kilama, J.N. Minjas",2018,"https://hdl.handle.net/2134/30023",""
"11, 1985 (Dar es Salaam, Tanzania)","9593933","Wooden and bamboo materials in the implementation of water for all Tanzanians by 1991","11","L.G. Msimbe, T.N. Lipangile",2018,"https://hdl.handle.net/2134/29898",""
"11, 1985 (Dar es Salaam, Tanzania)","9593948","Community self-help in the provision of drinking water","11","Layi Egunjobi, Paul Maro",2018,"https://hdl.handle.net/2134/29825",""
"11, 1985 (Dar es Salaam, Tanzania)","9593921","Good drinking water at low cost for one million people in western Kenya","11","Timo Vuori",2018,"https://hdl.handle.net/2134/29809",""
"11, 1985 (Dar es Salaam, Tanzania)","9593903","The task of renovation and operation of water supply and sanitation in Ghana","11","Ato Brown",2018,"https://hdl.handle.net/2134/29760",""
"11, 1985 (Dar es Salaam, Tanzania)","9593975","Water supply and sanitation in Mozambique","11","M. Paulo, S. Radojicic",2018,"https://hdl.handle.net/2134/29695",""
"11, 1985 (Dar es Salaam, Tanzania)","9593882","Organisation and participation in rural water supplies programme in Ghana","11","Robert R. Bannerman",2018,"https://hdl.handle.net/2134/29661",""
"11, 1985 (Dar es Salaam, Tanzania)","9593894","Operation and maintenance of rural handpump water supply systems in Ghana, West Africa","11","Sam Owusu",2018,"https://hdl.handle.net/2134/29568",""
"11, 1985 (Dar es Salaam, Tanzania)","9593918","Community well digging in Zimbabwe","11","D.F. Williams",2018,"https://hdl.handle.net/2134/29482",""
"11, 1985 (Dar es Salaam, Tanzania)","9593897","An alternative approach - small-scale improvements to existing sources","11","I. Andersson, C. Hannan-Andersson",2018,"https://hdl.handle.net/2134/29286",""
"11, 1985 (Dar es Salaam, Tanzania)","9593936","Kyeni - rehabilitation of a rural water supply","11","H.S. Mangat",2018,"https://hdl.handle.net/2134/29262",""
"11, 1985 (Dar es Salaam, Tanzania)","9593972","Rural water supply development and handpump use in Kwale District, Kenya","11","C. Ruxton, L.K. Biwott",2018,"https://hdl.handle.net/2134/29226",""
"11, 1985 (Dar es Salaam, Tanzania)","9593900","Development of the Buguruni-type VIP","11","K. Mowforth, K.K. Aggarwal",2018,"https://hdl.handle.net/2134/29214",""
"11, 1985 (Dar es Salaam, Tanzania)","9593981","Housing and environmental improvement in Nigeria: administrative and technical strategies","11","Adeola Obadina",2018,"https://hdl.handle.net/2134/29203",""
"11, 1985 (Dar es Salaam, Tanzania)","9593912","Village water supply scheme - Senegal","11","A. Horsfield",2018,"https://hdl.handle.net/2134/29181",""
"11, 1985 (Dar es Salaam, Tanzania)","9593891","Experiences with slow sand filters in Tanzania","11","Tolly S. Mbwette",2018,"https://hdl.handle.net/2134/29128",""
"11, 1985 (Dar es Salaam, Tanzania)","9593969","The use of dambos in small scale rural development","11","Alan Windram, Richard D. Faulkner, Morag Bell, N. Roberts, Patricia Hotchkiss, Robert A. Lambert",2018,"https://hdl.handle.net/2134/29035",""
"11, 1985 (Dar es Salaam, Tanzania)","9593888","Boreholes as a solution to water problems in Central Tanzania","11","Lister R. Kongola",2018,"https://hdl.handle.net/2134/29020",""
"11, 1985 (Dar es Salaam, Tanzania)","9593930","The pretreatment of turbid surface water prior to slow sand filtration","11","Ken V. Ellis",2018,"https://hdl.handle.net/2134/28996",""
"11, 1985 (Dar es Salaam, Tanzania)","9593906","Mechanised emptying of pit latrines in Africa","11","R.F. Carroll",2018,"https://hdl.handle.net/2134/28946",""
"11, 1985 (Dar es Salaam, Tanzania)","9593909","Rehabilitation of water system of Ambohitrolomahisty village - Madagascar","11","K. Stutterheim",2018,"https://hdl.handle.net/2134/28894",""
"11, 1985 (Dar es Salaam, Tanzania)","9593927","'Luwero Triangle' emergency water programme, Uganda","11","Jan Davis",2018,"https://hdl.handle.net/2134/28624",""
"11, 1985 (Dar es Salaam, Tanzania)","9593867","A critical review of the Water and Sanitation Decade in Tanzania","11","N.C. McHaile",2018,"https://hdl.handle.net/2134/28544",""
"11, 1985 (Dar es Salaam, Tanzania)","9593945","Urban water supply systems - The repair option","11","Keith Richardson, Roger B. Harris",2018,"https://hdl.handle.net/2134/28533",""
"12, 1986 (Calcutta, India)","9596537","Refugee water supplies in Somalia and Sudan","12","E.G. Thomas, A. Hayes, N.J. Hoover, Nigel D. Lloyd",2018,"https://hdl.handle.net/2134/31770",""
"12, 1986 (Calcutta, India)","9596582","Tailor-made or off the peg?","12","Simon Watt",2018,"https://hdl.handle.net/2134/31725",""
"12, 1986 (Calcutta, India)","9596513","Training network for the Decade","12","J.M. Kalbermatten, A.K. Roy, K.J. Nath",2018,"https://hdl.handle.net/2134/30673",""
"12, 1986 (Calcutta, India)","9596621","Environmental sanitation problems, India","12","D.K. Ghosh",2018,"https://hdl.handle.net/2134/30629",""
"12, 1986 (Calcutta, India)","9596600","Handpumps or reticulation systems?","12","Richard Franceys",2018,"https://hdl.handle.net/2134/30521",""
"12, 1986 (Calcutta, India)","9596570","Field testing water quality in Papua New Guinea","12","H. Darmarajah, S. Hugman, A. Leva, J. Johns, G. Peke",2018,"https://hdl.handle.net/2134/30497",""
"12, 1986 (Calcutta, India)","9596495","Local government training in Bangladesh","12","Z. Ahmed, Nigel D. Lloyd, Md. Sariatullah",2018,"https://hdl.handle.net/2134/30483",""
"12, 1986 (Calcutta, India)","9596501","Training of Tanzanian engineers in India","12","A.M. Thabit",2018,"https://hdl.handle.net/2134/30457",""
"12, 1986 (Calcutta, India)","9596555","Appraisal of rural water supply in India","12","R. Paramasivam, V.A. Mhaisalkar",2018,"https://hdl.handle.net/2134/30455",""
"12, 1986 (Calcutta, India)","9596528","Women's involvement in the Decade","12","H.R. Paqui",2018,"https://hdl.handle.net/2134/30393",""
"12, 1986 (Calcutta, India)","9596624","Integrated rural water supply and sanitation programme","12","H.A.M. Hoefnagels, Dharmagunawardane, C. Pendley, O.J. Krabbe, Sunidha Senaratne",2018,"https://hdl.handle.net/2134/30335",""
"12, 1986 (Calcutta, India)","9596543","The British water industry and the Water Decade: the experience of WaterAid","12","David Collett",2018,"https://hdl.handle.net/2134/30295",""
"12, 1986 (Calcutta, India)","9596507","Coagulation and flocculation by polyelectrolytes","12","S. Jindal, R.C. Singh",2018,"https://hdl.handle.net/2134/30278",""
"12, 1986 (Calcutta, India)","9596504","Strategies for sanitation - collaboration in India","12","Philip Wan",2018,"https://hdl.handle.net/2134/30243",""
"12, 1986 (Calcutta, India)","9596546","Effective contracts for appropriate technology","12","A.M.D. Allen",2018,"https://hdl.handle.net/2134/30232",""
"12, 1986 (Calcutta, India)","9596510","Health through sanitation and water, Tanzania","12","E.E. Mahawi",2018,"https://hdl.handle.net/2134/30210",""
"12, 1986 (Calcutta, India)","9596489","The improved bailer well","12","Shecou-Bah Kabbah",2018,"https://hdl.handle.net/2134/30191",""
"12, 1986 (Calcutta, India)","9596483","Schools sanitation in Lesotho","12","T. Khaketla, M. Ramonaheng, R. Jackson",2018,"https://hdl.handle.net/2134/30131",""
"12, 1986 (Calcutta, India)","9596588","High turbidity direct filtration by contact flocculation","12","S. Ghosh",2018,"https://hdl.handle.net/2134/30113",""
"12, 1986 (Calcutta, India)","9596519","Bihar and the urban sanitation Decade target","12","Bindeshwar Pathak",2018,"https://hdl.handle.net/2134/30062",""
"12, 1986 (Calcutta, India)","9596480","A novel water system","12","Somnath Som",2018,"https://hdl.handle.net/2134/30016",""
"12, 1986 (Calcutta, India)","9596558","Filling characteristics of latrine pits","12","A.K. Adhya, S.K. Saha",2018,"https://hdl.handle.net/2134/30001",""
"12, 1986 (Calcutta, India)","9596606","Wood and bamboo in water conveyance","12","T.N. Lipangile",2018,"https://hdl.handle.net/2134/29990",""
"12, 1986 (Calcutta, India)","9596549","How to develop distribution control","12","E.W. Lindeijer",2018,"https://hdl.handle.net/2134/29912",""
"12, 1986 (Calcutta, India)","9596516","Motivation in rural sanitation","12","Aloka Mitra",2018,"https://hdl.handle.net/2134/29894",""
"12, 1986 (Calcutta, India)","9596564","Water supply in semi-arid Tanzania","12","D.M. Ishengoma",2018,"https://hdl.handle.net/2134/29837",""
"12, 1986 (Calcutta, India)","9596609","Training needs for the Decade programme","12","A.K. Bhunia",2018,"https://hdl.handle.net/2134/29710",""
"12, 1986 (Calcutta, India)","9596603","Simple operational techniques for waterworks","12","David C. Sims",2018,"https://hdl.handle.net/2134/29706",""
"12, 1986 (Calcutta, India)","9596531","Traditional hand-drilling tools of Orissa","12","D. Fouzdar, B. Hansen",2018,"https://hdl.handle.net/2134/29680",""
"12, 1986 (Calcutta, India)","9596525","Sewage treatment and fisheries in urban fringes","12","Dhrubajyoti Ghosh, I. Banerjee, Sujit K. Bhattacharya",2018,"https://hdl.handle.net/2134/29648",""
"12, 1986 (Calcutta, India)","9596585","Coastal zone water supply schemes - West Bengal","12","K. Biswas",2018,"https://hdl.handle.net/2134/29628",""
